,Unnamed: 0.1,title,rating,pros,cons,company
851,851,theatrical fast paced company where things dont get done.,2.0,restaurant cafe events and worklife balance.,managers are not prepared and are really biased on promotionhiring process even though theres a lot of different rounds for it with different people you see that what matters for the company is being a good marketeer getting things done is not important the company doesnt even have targets in many departments and when they have it generates friction because is not aligned with the overall strategy. the company is afraid of what they dont understand they probably have twice the workforce they need for what they deliver you see a lot of people arriving in the office at 11 and going home at 15 being in a 40 hours full contract the worse part is that this is the kind of people that is promoted. vacancies are created without needs analysis so dont be surprised that they will hire you and wont have anything for you to do during a couple of months. the company works in silos with their own kings. b.com is not transparent when people leave or is fired and also when they decide to reduce costs like cutting bam and other benefits everything related to this is always communicated like a santa claus story. another interesting fact is that booking is structured in order to create place for people departments appear and disappear if people leave the structure is not based in what is needed. also they use not global standards for names of departments and functions so do not be surprised of going to an interview and do not understand what they are talking about also a perfect match of your cv with a vacancy can in fact mean that is not a match because at b.com even this is a mess. culture and values are just in the paper. salary wise you will be underpaid when compared to any other company in amsterdam.,Booking.com
852,852,good vibes,4.0,working on a good team with nice people,a few code monkeys that have been running around,Booking.com
853,853,big company with a startup environment,4.0,startup environment autonomy large scale data driven,no flexible work arrangements no working from home fixed working hours low salaries,Booking.com
854,854,nice,3.0,big company stable job good vibes,big company cannot be too creative,Booking.com
855,855,mediocre engineering culture with severe lack of ownership,2.0,this is a tech review so ill focus on that. bookings scale is big. so if youre into large amounts of data interesting ab testing scalable architectures then booking has a lot of potential. be aware though that almost all of this is made a lot less interesting by the mediocre and halfbaked approach to almost everything in technology. if you like getting paid for 40 hours but only want to work 32 then booking is also great. show up at 1030 leave at 1730 fine. happens all the time. if you love perl then this is also a great company because like in perl theres more than one way to do it. so prepare to see every arcane perl operator you ever knew have three chat clients open because theres more than one way to reach someone prepare to work on lots of technologies that dont work together well and prepare to see many different management styles  ways to organise teams.,the engineering quality and technology is mediocre. a lot of teams are very business focussed which is great in principle in their particular domain but without anyone maintaining any kind of overview. this means that the default strategy is to just cram a feature in the existing code in the fastest way possible. that is look for the piece of code that needs to change and add an if mycoolfeatureenabled  else  construct. rinse and repeat until you have perl functions that span 5000 lines. no kidding. by that time everybody and their mother have touched that code so noone owns it anymore. meanwhile of course some people have gotten frustrated with the spaghetti perl code base that is impossible to navigate and is an archeological record of two decades of mostly uninspired hacks and copy pasting code the latter happens to the extreme. so new technologies have been added. which ones well its booking so noone owns this process. so theres java which is the only official second language for that matter. but of course the data scientists use python. and r. and theres go which is cool. and kotlin because its also cool. within the java world most popular web frameworks are being used. and so are all protocols you can think of. same on the frontend react angular its all there in various places. this freedom is nice on the one hand but it just doesnt work. it also leads to resentment between teams. why do they do their own when they could have used spring boot why do they do this in java when 3 lines of perl would have been fine. because noone takes ownership or dares to make decisions people do what suits them best. this is very pragmatic but it leads to loads of islands of different standards and tensions between these islands. standards not only in technology but also in quality of people. pointing this out invariably leads to an explanation along the following lines well yes but in order to understand this you need to know the context and then a war story comes to defend the mess. and thats fair enough but noone cleans up after themselves.,Booking.com
856,856,positive,4.0,lots of different kind of cases to work on that offer solution giving experiences,more supervisors needed for the night shift when decisions have to only be made by supervisors,Booking.com
857,857,fun environment to work,5.0,culture is fun and free. company social events and perks are great.,teams not valued and often times neglected.,Booking.com
858,858,good,4.0,benefits free food discounts free learning platform,pressure with kpis changes new products so more problems,Booking.com
859,859,nice culture,4.0,good culture free lunch lavish office good benefits,lack of opportunities for growth,Booking.com
860,860,why you shouldnt go working there,2.0,the company offers a lot of distractions such as summer party freaky fridays a small refund on your reservation made through the website and other benefits. the company and management ask often opinion to the employees how things should have been done but without making an actual follow up on the suggestion. a lot of initiative outside work like bootcamps or volunteer program and so on. the salary is good compared to other companies.,the abovementioned points seem great but in reality the company is so demanding and have crazy standards that a certain point you wont have the energy and mindset to enjoy all of this. during my years in customer service there was pressure from all managers to work more better faster. they forced us to spend most of the day on the telephone without having the possibility to hang up the phone and keep on working on your computer. we had crazy security procedures which made us scare to pronounce the wrong word on the phone and being penalized. we were asked to do extra work and being updated with company procedures while we didnt have time for that. if you will work for them you wont even have the time to fo the bathroom. i left the company after having a huge burn out and the management didnt do anything except calling me one day yes and one no asking me to work without giving me time to recover. finally theres some attention on the issue. mental health is very problematic in booking and completely neglected. we were 10 in my team and 4 of us went burnout. specially if you have a past with mental problems any kind dont go to work there. the worst part of it at least in customer service all the people who were promoted used to go out a lot with management to drink and party. booking keeps on saying that networking is above all forgetting about actual the actual skills a person has to offer. many people i know who went burn out worked a lot but are introverted or have a family or social life so did not spend much time networking. i could go on longer trying to make my point but i think you understood that its not worth it.,Booking.com
861,861,account executive,3.0,good working environment good hard ware facilities,not a real international company management,Booking.com
862,862,nice company  with good perks and travel bonus,5.0,travel allowance and friday hangouts,big structure and micromanagement,Booking.com
863,863,healthy work environment,5.0, great values  inclusivity  travel perks, not for the people who want to do a lot of refactoring,Booking.com
864,864,hr specialist,3.0,open environment  friendliness of colleagues  freedom of come as you want  respect worklife balance when in lower positions  good canteen  nice environment of offices  good to learn when at early career stage,not transparent favoritism  fake flat hierarchy  management not clear  changing all the time reasons are not clearly explained  hr department is understaffed  benefits are not aligned with market and not competitive,Booking.com
865,865,great place to work...,5.0,culture and workplace are the best you can have,accountability of management en care for employees,Booking.com
866,866,b.ready agents not investigated,1.0,canteen and monthly office drinks,you should be ashamed for not firing agents on the b.ready program that you are soon promoting in london. they are not even worried and keep saying they are safe from getting caught as the csms will never think this of them. but they have done the exact same thing if not worst as they have been saying and doing around the office and other employees know this why other agents lost their jobs and they are still there there is no equality in this workplace as you choose the people you want to investigate and fire right you have to take action because its a serious matter.,Booking.com
867,867,good and challenging place,4.0,always a challenge in a professional environment.,sometimes get too competitive and not too easy going,Booking.com
868,868,start up turned corporate,2.0,relaxed office environment potential for career progression in the amsterdam head office great systems and tools to get the work done office is in a great location perfect if you looking to learn about ecommerce great opportunity to learn about other teams within booking.com and increase your knowledge base great culture and morals,booking.com is a corporate company that is pretending to still be an edgy start up. micro managing has become a trend in the office managers train their team on how to do their jobs when they dont get involved and do the job themselves how can you train best practice when you dont get your hands dirty benefits have been cut back yearly meeting in amsterdam cancelled and monthly social outing cut to 5 per person. this would have been better received if senior leadership did not make false claims about the cuts. you can progress fast at booking.com but you need to play the corporate game to do so the fact that booking.com is the number 1 accommodation provider has got to some peoples head both internally and externally and there is no longer that play to be the best attitude it does feel like management and certain staff are trying to catch you out when you have done something that they dont agree with. in the annual company survey trust in leadership was terrible lots of senior staff in head office go missing,Booking.com
869,869,great colleagues bad management,2.0,open space colleagues and salary,the pressure from the upper management who seem to not care about the individual person but only in number,Booking.com
870,870,great company product people benefits and job.,5.0,the traveling and internal growth possibilities.,i cant think of any.,Booking.com
871,871,great company,4.0,flexible hours and shifts autonomy good internal communication.,limited career opportunities limited contracts.,Booking.com
872,872,customer care guest specialist,3.0,culture was amazing and as an employee i felt very respected.,high turn over due to call center environment and the customer interactions does take an emotional toll on you.,Booking.com
873,873,overall its good,3.0,you have a lot of freedom when it comes to features you want to work on. most of the people are extremely friendly. free lunch is a good perk. no rush mindset. some managers are awesome.,tools and frameworks are archaic. the company is aspiring to be equivalent of fang from silicon valley but lacks engineering excellence. its hard to be recognized if you dont constantly brag on how awesome you are. some discussions are endless and it could take months to rollout bigger feature. ambitious projects with mediocre execution.,Booking.com
874,874,job review,4.0,the company gives a lot of opportunities for development and career advancement.,stressful job especially during the high season.,Booking.com
875,875,good but not great,4.0,the company itself some benefits bonus bookings refunds etc. theres lots of trainings and the posibility to network with other offices.,wages are not great in comparison with other companies. the atmosphere is not always nice. sometimes we are asked to chance a target that is detrimental to the good relationship we build with great effort with the partners. too much show off.,Booking.com
876,876,good for robots,2.0,great colleagues international environment cantine,constant pressure from management almost no chance to grow within company,Booking.com
877,877,big company  big budget  worst management style and no,1.0,good payment rate for weekends shifts  nice office and location ,there is a huge lack of support from the management team towards the agents   the london office is controlled by sort of troupes  internal position are given to specific people  there is a huge discrimination hidden within the office   there is a huge pressure on the agents on stats compared to the team leaders  the agents are required to stick to their targets weekly hourly and quarterly  there is huge lack of internal recruitment and there is no appreciations for high performance from the management team  the in one year period there was a huge number of resignations from top management team  which affect the atmosphere of the work environment  agents are not able to take holidays only for specific time  however for the team leaders and management there is more flexibility   overtime is related to your kpi and based on the approval of the team leader which is not the case in the other offices  this is totally discrimination towards agents working in london office  there is unfair way of distributing the shift pattern of calls and emails for the agents  which cause huge pressure on the agents and the opposite on others  being on phone all day or working on emails all day is not the same at all .  some team leaders are so unprofessional  there is not communication or leadership skills to see team leader jumping and running around like a child  there is not strict rules for the tl around the office or their schedules  some tl skip their meetings one to one to have some rest and some are not bothering to deal with their agents or their issues .  the system used to calculate the performance of the agents is not accurate and make huge pressure on the agents accordingly   all csms cares about is the stats and reaching the targets of the contacts due to the pressure from the head office lack of training and professional from the outsourcing agents used by the company to cover the peak season busy time. which causes more work to the agents instead of helping reducing the backlog .  there is no appreciation of the experienced agents or their feedback towards the procedures and the work guidelines,Booking.com
878,878,great company to start your carrer,4.0,lots of opportunities great environment,messy with lots of changes in the leadership,Booking.com
879,879,good experience,4.0,work atmosphere staff good manager,the work schedules are a big tough.,Booking.com
880,880,favoritism over merit,2.0,fancy office with free snacks,low pay compared to competition. want to get a promotion spend your time sucking up to the seniors.,Booking.com
881,881,partner specialist,4.0,great collegues gaining experience talking to people from around the world,too strict procedures not being flexible enough for partners,Booking.com
882,882,ok,4.0,ok norm and generally fine,ok may be not the best jobs in the world,Booking.com
883,883,partner specialist,1.0,good dynamic of colleagues,poor management and hypocritical,Booking.com
884,884,very good work life work balance,4.0,great people to work with,upper people just decide things without getting feedbacks,Booking.com
885,885,joy change and productivity.,5.0,they take good care of their employees and help you develop.,you need to be open to feedback. get use to changes and develop a tolerant friendly nature.,Booking.com
886,886,colleagues keep us here management make everyone want to quit,2.0, lunches  young international workforce  relocation assistance is great  cool offices  annual parties and events are always wonderful, management poorly trained cant engage staff  lack of foresight from leadership  reactive vs. proactive culture trying to emulate competitors instead of innovate  new ceo is the food standard equivalent of chlorinated chicken  do not believe in the flat culture that booking boasts. it died a long time ago.,Booking.com
887,887,overall positive experience,5.0, very positive environment  friendly staff  good lunch, a lot of positions but difficult to navigate,Booking.com
888,888,stay away cronyism mismanagement lies.,1.0,amsterdam is a nice city. if you are happy with being a yes man then booking is definitely the place for you,do not join this horror show. it will ruin your life. everything is rotten management is so incompetent and simply got there by mistake that it horribly fears smart people with innovative idea and credentials. all the best talents are leaving or about to leave because theyre pushed out by idiotic managers who play games with peoples lifes. do you know people get hired from outside europe they call it diversity but its cost saving uprooted from their previous life then parked in a limbo where they have no scope no team no goals i know of at least 4 or 5 highly paid positions especially in product management that literally have no work to do and left on the bench the best part is that nobody told them in advance bad situations like this can happen to you because management doesnt exist here. the only way to survive is to obliterate your professional dignity and become a yes man drone do not buy any of the recruiters lies about the company culture they are well known for being the most incompetent of all workers at booking and are rewarded for their ability to just lure people with lies and hit the quotas. i cannot but stress how you should stay away from this company which completely lost its direction and strategy. nobody knows what is going on and top leadership is panicking. booking.com once the most efficient ppc machine to sell hotels has entered its senility and wont find any rejuvenation potion anywhere its tech is decrepit its management fears innovation its best people are leaving. over the next few years the company will have theee options like most old people slowly dying at home on its own bed surrounded by family dying in a hospice under a heavy amount of painrelieving drugs euthanasia. if you have ears listen.,Booking.com
889,889,a new nokia,1.0,some people are really wonderful,the problems booking.com faces now have been present and growing for several years. to anyone inside of the company these points are so familiar theyre cliche any suggestion of customer focus is a falsehood. metrics were invented which were supposed to be a proxy for customer satisfaction when even the most inexperienced of people could see through this even as it was being introduced  the real intent of these metrics was to offer an illusion of success to an hapless executive. and yet in quarterly meeting after quarterly meeting the leaders of the business sat silent in either disbelief or in complicity. as bumper organic growth delivered generous executive stock grants everyone won. it was never going to last. fast forward several years and this numerical falsehood has become dogma and not subscribing to it is to limit your career prospects severely. one need only look at the upper ranks of leadership to conclude that the best career move is to leave your ethics at the door refuse to engage with the concerns of the rankandfile dismiss consistent and cacophonous user feedback and do what mercenary and selfinterested product leadership demands no questions asked. oh and be a white dutch man. thatll also help. the lack of customer focus manifests itself in multiple and pernicious ways  from discriminatory pricing and pseudodiscounts to predatory sales techniques inflated urgency inflated review scores hidden fees and buried small print  not to mention the selling of settler properties in occupied palestine. classy. even having demonstrated that their aggressive sales techniques caused measurable physiological stress on customers the company still manages to find a way to dismiss this and trot out the user centricity lie. it is impressive to have somehow convinced thousands of people to believe they are doing good things for customers when they are objectively doing bad things for customers  and yet even as the ethical baseline sinks so does the previously rock solid growth rate. management was a dirty word for years and a legacy of being uncaring about people now means that even worse than having no managers we are surrounded by bad ones  young men mostly who lack both business nouse and the emotional intelligence to understand people what motivates them or how to provide an environment for people to do their best work. there is a smell of desperation coming from the technology organisation as they scramble for control having irreversibly lost it when their leader was removed from his post and was not replaced for far too long. the search took so long that the damage done will take many years to repair. not a soul amongst the leadership have even the faintest idea about how technology works. no this is not a tech company  it is a second hand car lot selling dingy hotel rooms in an antiquated programming language via a system of opaque policies and pricing strategies. the leadership team cult of personality is centred around a triumvirate of ethnoidentical pen pushers who crave control to go with their multimillion euro salaries and they in turn surround themselves with sycophantic yes men yes almost all men  amongst them newly minted vice presidents who have demonstrated an aptitude only for longterm repeated expensive failure adept at taking credit cash and cachet but not responsibility  but never fear we are only ever one reorganisation away from figuring it all out. project oranje indeed. this group will never lead this company through the critical phase it finds itself in after 3 years of false starts. unfortunately when it all comes crumbling down they will still be millionaires whilst the rest of us will be left with little more than a stain on our resums. emergency flares sent up to the skies above norwalk fail to catch the eye of the elders. if only they knew. the greatest tragedy is that whilst the company swells the ranks with well paid consultanttypes and lowpaid cro fodder there is a core of utterly disengaged veteran employees who are tied to the company by virtue of a cruel compensation structure which asks for longevity over loyalty quietude over conscience. and so these formerly brilliant people who have been tossed aside for daring to disagree are left to wilt whilst waiting for their next vesting hoping beyond hope that in the meantime the market doesnt start to ask questions about the growth of new business units or the scaling of rentalcars.com or booking.com for business or any of the myriad stillborn product initiatives to have withered and died in a company which has the chutzpah to still call itself innovative  a label which coincidentally benefits it to the tune of hundreds of millions of euros in tax waivers from the dutch government on profit almost exclusively generated overseas and funnelled back to to the netherlands via a network of shell companies designed for this specific purpose. experience the world pay in gilders. one day in the not too distant future an mba class will replace the classic example of nokia with that of booking.com  an incumbent beaten by nothing more than its own arrogance complacency and incompetence. you should decide if you want to be a bit part player in that case study or not.,Booking.com
890,890,good for work,4.0, good environment  fair salary  fair benefit, actually  the company is really a good workplace  nothing want to share in here,Booking.com
891,891,great place to learn,4.0,great place to start or advance your career within marketing and hospitality. great working environment offices and chance to travel. management are great push you to better yourself and expand knowledge base.,long hours although office has a great view not the easiest to commute to. opportunities are slim unless you live in london or amsterdam. the ability to work remotely is there but strict on when you can. salaries are also very low for what is being asked of staffrevenue generated through staff work.,Booking.com
892,892,really good place to work,5.0,very good benefits flexibility free lunch free coffee holidays,i encountered no cons so far,Booking.com
893,893,ganz okay,4.0,lunch coole team leaders etc,call center a lot of stressful calls the great responsibility and not foolproof system also creates stress,Booking.com
894,894,overall a great and evolving company,5.0,food parties people management benefits,very limited opportunities for many,Booking.com
895,895,great working environment and culture,4.0,a company that focuses on people development and well being,if you are not mobile becomes difficult to grow in local offices due to limited opportunities locally.,Booking.com
896,896,happy company collaborative environment,5.0,great culture feels like working with friends. people are easily approachable and have a bias towards collaboration,company is big now so more matrix org and crossdepartment alignment is needed.,Booking.com
897,897,i had a bittersweet experience at this company,3.0,monthly incentives and flexible schedules if you are a student.,the company doesnt value their employees,Booking.com
898,898,work,4.0,great work culture and benefits,very strict link working for the military,Booking.com
899,899,looks like they gonna get ride of london office,2.0,unfortunately not much anymore... flexibility if in need to go part time holiday,no alignment within the management which creates chaos. this office does not represent the company values anymore. rise of harassment and bullying without getting any help oppositely to what they try to make you believe. do not apply for promotion if you have the skills they much prefer good talker with can do attitude than skilled staff. strange feeling that this office will be gone before the end of year.,Booking.com
900,900,awful for career growth.,1.0,the lunch is good and practically free.,awful career progression and management. leadership team constantly changes the rules under the claim of transparency but worsens the situation. complete nonsense buzzwords like fairness and transparency used as an excuse for terrible decisions. no communication around new rules just rumours flying everywhere about the changes. latest rules can require years and years of waiting between promotions. middle management unwilling to make leadership aware of employee pain. a hapless works council completely unable to defend employees against unreasonable impositions. just sad.,Booking.com
901,901,abusive management,1.0,you will get introduced to some cool people and make new friends. free fruits and coffee are served every day,continuous meetings between tls and their managers claiming that these meetings are to support us. specific people sit with each other for hours and hours as if they were creating a rocket to the moon. when they are supposed to support the staff you dont find any support. customer service managers have no clue on whats going on in the floor. customer service managers claim that they are open for feedback when this is all fake. you cant talk about your tl in any way because you will be the problematic person in the team. in your 11 meeting you are supposed to talk about your own development and express your feeling about what you face in your everyday job they dont listen... they just dont listen the problem is not in the job itself its with the management,Booking.com
902,902,absolute trash,1.0,free fruit coffee and sea views...,everything else its an absolute joke. from management trainers on boarding the people team to their unhappy customers. they pride themselves on their values but this company has absolutely none. everyone is miserable working there because all the customers are constantly unhappy. the managers push for great numbers yet they dont advise or do anything to help you get there. they are as clueless as the trainers. the trainers were terrible and spoke about one thing one week with no basis to develop the knowledge. they just opened up two offices in two very poor countries... theyre paying those call center people the bare minimum while treating their current employees like expendable numbers...which they are. theyve over hired and ive seen them let so many new employees go. dont waste your time working there.,Booking.com
903,903,great place,5.0,great work environment relocation available,hard to find a differet position in bristol. however possibility to relocate,Booking.com
904,904,growth turning into a tumor,1.0, youll never work with such talented people  pay to effort ratio is amazing for tech not so much outside tech  if you like cleaning up the tech. and org. debt are unmatched, culture of who can be the most humble personality cult  oldfashioned industrial management dressed as autonomy coupled with weak business not customer centric product management.  reorgs upon reorgs driving out team players and giving opportunities to the selfish.,Booking.com
905,905,finance graduate,3.0,free food good atmosphere no feeling of hierarchy.,low salary no personal development messy management,Booking.com
906,906,not as used to be...,3.0,culture vision investing in personal development.,execution too many incompetent people in key positions. too many positions for no reason. managers are inexperienced. kpis that have no sens. recently an important show pony culture.,Booking.com
907,907,toxic office culture,1.0,opportunity to travel central office office events free lunch on fridays,toxic office culture inexperienced team leaders favoritism bullying from higher ranks corrupt hr,Booking.com
908,908,good culture great worklife balance but not the best place for techies,4.0, culture  worklife balance  massive scale, technology career path  collaboration between teams with different objectives produces a lot of friction,Booking.com
909,909,poor management,1.0,you work with nice and intelligent people plus nice parties diverse lunch and good coffee.,the main thing about booking doesnt matter how good you are if your manager team lead likes you you will have time of your life there. they create this fake environment so it seems like they care about gt dont fool yourself they forget the day after. dont try to have an idea that doesnt inline with what you lead wants then you will be treated as a black sheep dont say what you think cause no one will like it as well. if you are british or american they will welcome you with open arms especially with the new ceo. also extremely corporate its extremely hard to new responsibilities but hey just sleep with someone important it will change then,Booking.com
910,910,dead end,1.0,this is great company if you want salary live european life and dont want any ambition.,it is dead end. employees are pretty demotivated. about half people stay for promise of promotion. but the rules keeps change so nobody knows how to do it. everybody hates silly rules but leadership still do it. it is like they are clueless they make decisions which demotivates employees but then they never held accountable or any consequence when ppl leave or complain. only people who say yes and flatter them get any rewards. so employees think they can get away with anything. in some parts of the company they can. and if you tell hr then you just get retaliation i heard. i am going to find a new job soon hopefully. it can be a depressive place. i heard it used to be good here few years ago but i miss the good times.,Booking.com
911,911,stay away if you want to keep your sanity,1.0,hq in amsterdam distractions which can keep you superficially happy...summer party... most people are smart,leadership plays around with peoples lives and careers...its a game everyones just a statistic...and treated like one hr comes up with stupid policies these are always implemented with no warning and no care for whos affected and how...tell them obvious problems and you get a standard that sorry we made a mistake but we are learning...growing pains... typical of a big company...politics...drama...retaliation everywhere,Booking.com
912,912,a nice place to work great relocation package,5.0,salary is good slightly higher than market average very nice culture free all you can eat restaurants in offices,it infrastructure is a bit messy mostly due to constant rapid changes,Booking.com
913,913,good office,4.0,great training schedule very thorough,micro management can be tough,Booking.com
914,914,would highly recommend,5.0,people culture travel office space career opportunity if you are willing to relocate,technology taking over candidate skill set or experience,Booking.com
915,915,great company to work for,5.0,overall good culture  pragmatic transparent. and a very good leadership team  great vision down to earth transparent and engaging.,being data driven is a great thing but when data is not available theres a lack of willingness on test hypothesis.,Booking.com
916,916,good company to work,4.0,colleagues growing opportunitiescompany events quarterly bonus.,constantly changing procedures difficult to stay up to date.,Booking.com
917,917,can be fun and meaningful work but  the company feels like it is in midlife crisis,4.0,fun people nice offices decent discount.,salary. company is still adjusting to becoming a larger corporation so some policies and processes just do not exist. can sometimes be hard for managers to get support and guidance  can feel like you are on your own.,Booking.com
918,918,ok for a first job or if you are a student,2.0,good benefits and company discounts lunch and fruit on site possibility for personal development at your own time flexible work pattern,lack of professional development  inflexible time off and hr policies.,Booking.com
919,919,bad experience,1.0,holidays.. free lunch. fency office..,many things.. lower salary high pressure. it wont be work experience if you are trying to find a real fulltime job.,Booking.com
920,920,joke of a company,1.0,flexible working hours free food,working there reminded me of the song chain on fools daily  unprofessional is saying the least... not even sure they grasp what this word means. clueless management with tls who do not even have basic human skills let alone work ones. biased treatment of employees rules will be applied to some but not to all. if you are not liked you will bullied and harassed out of your job in mafia style way. fake attitude throught the whole place. people dont even acknowledge you with basic courtesies like an hello when they see you sorry if they bump into you or thank you if hold the door for them and then gush out how amazing and friendly they all are on the on the workplace social media platform so as to get brownie points with tls which will gain them visibility enche leading to promotions. company procedures lack common sense or any other purpouse than making the work long winded. quality team evaluation are a complete sham based more on personal perception than on looking at the real quality of the work done. at least in london the quality team is made up by a bunch of brainless individuals which were chosen for the position precisely for that. you ask questions and the answers given are unrelated and do not make sense... just talking for the sake of it. the system on wich the platform is based is complete rubbish. website crasshes constantly information is misleading or plain wrong bugs are a daily accurance... basically just a rubbish product which employees are expected to consider and the company as well as the best thing the planet ever had. at time the whole atmosphere in meetings and events is so creepy and self celebrating it reminded me of cults. manegement was investigated for sexual harassment and bullying but in the end all stayed the same. i was personally discriminated and when i raised this up nothing was done. basically just a workplace you should avoid if you want to work in a friendly and professional environment,Booking.com
921,921,my first weeks at booking.com,5.0,feeling very welcome supported encouraged and at the same time free to take things easy explore and getting familiar with everything.,many information to absorb but with no rush.,Booking.com
922,922,recruiter,4.0,atmosphere  team  work life balance, political  hard to grow within the team  high volume recruitment,Booking.com
923,923,graduate,4.0,benefits in terms of pay and holidays and skill development,it can get repeptitive after few months.,Booking.com
924,924,working at booking.com,3.0,good employer good benefit scheme and pension scheme,shift pattern and leave entitlement,Booking.com
925,925,team lead,5.0,great working environment and culture,i did not see any special cons in booking.com,Booking.com
926,926,very mixed bag,3.0, location and office  lunch  worklife balance  lots of good people  potential for impact  what remains of culture from early days, incompetent leadership and management  lack of direction  nepotism  promotion process is higly political  outdated tech stack  corporate bullcrap,Booking.com
927,927,good place to kickoff your career,3.0,good companywide benefit open culture good working culture may vary office to office,strict topdown decision making procedure noncompetitive salary based on the skills required management lacks knowledge about how to promote business value to customers. questionable and nonreliable kpi management system.,Booking.com
928,928,cambridge office stats driven,3.0,informal dress code meal on duty some nice people working in,office is 100 stats driven very strict policies on conduct no care about people behind the job despite major efforts from head quarters in amsterdam.,Booking.com
929,929,good customer service centre if that is what you are looking for,3.0,good benefits decent salary for a customer service job. free lunch so that your lunchbreak is only 30 minutes. newly renovated office but starting to be very crowded. free access to tons of udemy and coursera courses. colleagues generally are very nice.,extremely difficult to get your allotted annual days off. sometimes there is no availability to request a day off for months  ahead. terrible schedules sometimes working 6 days in a row followed by 1 day off and then 6 again. no chance to move up the ladder unless you are friends with the management despite any exceeding qualifications and reviews you might have. apparently even their own internal rating does not matter for applications mostly phone work especially for smaller languages. noise level sometimes unbearable.,Booking.com
930,930,cant complain plus the money is better than most in the same industry,4.0,the job itself is easy its not rocket science and most of the time the day is over before you know it. free food is a bonus and not that bad friendly people and plenty of stuff to get involved with you just have to remember that the job is what it is and when you accept that its an easy run.,the company is fine but a lot of people tend to pick faults for the sake of not having anything else to do which can bring it down a bit. management dont market the job in the right light attracting a lot of people who really shouldnt be working there.,Booking.com
931,931,lots of perk but moves at supersonic speed,4.0,great company culture lots of possibilities to develop skills in my role a lot of travel great benefits besides salary eur 1000 refund on bookings yearly insurance gym reimbursement lunch reimbursment flexibility on travel dates eg stay the weekend in a destination,very fast paced environment focus is more on execution creativity is not as valued as it was before. pay is below industry standards. leading by example is a magic word but is unfortunately sometimes a bit hollow as senior management does not follow this standard itself.,Booking.com
932,932,my experience is not very good.,1.0,easy to get hired. booking has party culture. so its a fun place to hangout but its not good place to work. friendly relationship between team mates. its a travel company,too much incompany politics there are managers and high level executives who are not familiar with tech but they are taking tech decisions booking loves google and they use googles products without thinking any other alternatives even if they know that there are better alternatives. employee is not valuable. i have bad experiences with hr team and payroll team. not a tech company. legacy tech and planning to move another legacy tech.,Booking.com
933,933,work place politics  to be avoided,1.0,booking.com core culture office view free fruits.,really bad politics management at local office always communicating in their local language which excluded english speaking employees. focus only on kpis to a point of under recognition of genuine contributors. no proper support amp training given and no team spirit.,Booking.com
934,934,was a good company but slowly become not,4.0,a lot of smart people in the company. compared with other companies booking does offer some good benefit to the team for the local office and some regional meetings. you can meet different ppl with different nationalities here. the working environment is good but really depends on the local office. i know some of my colleagues didnt feel good from the management team from other offices.,company is cutting cost obviously and cutting the employee benefit. employees are getting lesser to know or meet ppl in the company. daily routine job. internal promotion is not much and it is not allowed to relocate office anymore unless you are applying a senior position.,Booking.com
935,935,great company culture with teamwork,4.0, work life balance was definitely the best in my entire career  incentives based on the country target not an individual thus everyone works with teamwork, only those with the company for a long time would be promoted even though they dont seem to be a good fit for a manager role  limited experience  knowledge can be earned because of the industry,Booking.com
936,936,stress pressure and incompetence,1.0,free meals. nice colleagues. some team leaders work hard to keep the company working.,fake average results to make kpis impossible to achieve. the training and quality department is ruled by a person completely unqualified for the job the same for some of the people working there. no promotions. the war between some spoiled people from the works council and the incompetent management end up killing the berlin office.,Booking.com
937,937,good conditions a lot of stress.,3.0,salary benefits and nice coworkers.,repetitive and stressful work sometimes unclear procedures.,Booking.com
938,938,demanding work,4.0,i met so many wonderful people in the company that have become my friends.,not much possibility to advance more tasks delegated to you without getting a raise.,Booking.com
939,939,terrible management,2.0,free lunch free fruit international,terrible management who are not capable to manage a big firm,Booking.com
940,940,a toxic atmosphere in booking croatia office,3.0,great benefits salary bonus travel for on boarding great software to work on and to learn about multicultural environment,due to seasonal jobs booking.com hires a lot of staff in marchapril and then fires them in octnov what wouldnt be an issue if this would be announced. this strong seasonal difference of need with people creates an uncertainty with all of the employees about weather theyll have a job or not when the season is over. and by default  this makes the old crew  walk on all of the new hires. ive never seen so much back stabbing lies cliques its a full on hostile environment. you are judged for your clothes you need to find the right fit between being too fancy or too casual you need to explain yourself every time you leave the desk even if youre gonna go to the washroom. there are a lot of group activities that employees are forced to do e.g. volunteering when its booking cares day. no regular feedback no way of knowing anything about your career path and no hr in the local office who you could turn to.,Booking.com
